urlPathId,title
/nyheder/penge/c20-laegger-ud-med-fald,C20 lægger ud med fald
/nyheder/penge/tunge-drenge-hiver-c20-ned,Tunge drenge hiver C20 ned
/nyheder/penge/nordea-trak-c20-i-ny-rekord,Nordea trak C20 i ny rekord
/nyheder/penge/god-weekendstemning-loefter-c20-fra-start,God weekendstemning løfter C20 fra start
/nyheder/penge/torsdagens-aktier-c20-trykket-07-pct,"Torsdagens aktier: C20 trykket 0,7 pct."
/nyheder/penge/aktier-novo-baerer-c20-i-land,Aktier: Novo bærer C20 i land
/nyheder/penge/c20-toerre-taesk-til-danske-aktier,C20: Tørre tæsk til danske aktier
/nyheder/penge/onsdagens-aktier-voldsomme-stigninger-i-c20,Onsdagens aktier: Voldsomme stigninger i C20
/nyheder/penge/c20-gik-paa-juleferie-med-lille-plus,C20 gik på juleferie med lille plus
/nyheder/penge/c20-aabnede-uden-de-store-udsving,C20 åbnede uden de store udsving
/nyheder/penge/c20-apm-og-db-tyngede-stemningen,C20: APM og DB tyngede stemningen
/nyheder/penge/c20-var-top-i-et-fladt-europa,C20 var top i et fladt Europa
/nyheder/penge/sas-og-nordea-i-soegelyset-paa-c20,SAS og Nordea i søgelyset på C20
/nyheder/penge/c20-tab-med-skuffende-group-4-regnskab,C20 tab med skuffende Group 4 regnskab
/nyheder/penge/c20-dsv-foerte-i-mindre-tab,C20: DSV førte an i mindre tab
/nyheder/penge/c20-p-moeller-maersk-steg,C20: A. P. Møller Mærsk steg
/nyheder/penge/novo-og-maersk-holdt-c20-oppe,Novo og Maersk holdt C20 oppe
/nyheder/penge/c20-i-negativt-farvand-efter-fald-hos-p-moeller,C20 i negativt farvand efter fald hos A. P. Møller
/nyheder/penge/c20-drevet-frem-i-rekord,C20 drevet frem i rekord
/nyheder/penge/c20-stiger-med-ap-moeller-maersk,C20 stiger med AP Møller-Mærsk
/nyheder/penge/c20-holdt-i-plus-af-danisco,C20 holdt i plus af Danisco
/nyheder/penge/c20-praeget-af-negativ-europaeisk-stemning,C20 præget af negativ europæisk stemning
/nyheder/penge/c20-steg-i-loebet-af-eftermiddagen,C20 steg i løbet af eftermiddagen
/nyheder/penge/c20-rekord-anden-dag-i-traek,C20 rekord for anden dag i træk
/nyheder/penge/c20-blev-loeftet-af-vestas-vinger,C20 blev løftet af Vestas vinger
/nyheder/penge/gn-lagde-daemper-paa-c20-optur,GN lagde dæmper på C20 optur
/nyheder/penge/solide-stigninger-i-c20-fra-morgenstunden,Solide stigninger i C20 fra morgenstunden
/nyheder/penge/c20-fortsatte-op-i-hoejere-luftlag,C20 fortsatte op i højere luftlag
/nyheder/penge/dsv-skiller-sig-ud-paa-c20,DSV skiller sig ud på C20
/nyheder/penge/c20-tynget-af-kursfald-hos-maersk,C20 tynget af kursfald hos Mærsk
/nyheder/penge/c20-let-opad-fokus-paa-fls,C20 let opad - fokus på FLS
/nyheder/penge/c20-praeget-af-nyheder-om-maersk-line,C20 præget af nyheder om Mærsk Line
/nyheder/penge/c20-stiger-i-en-positiv-stemning,C20 stiger i en positiv stemning
/nyheder/penge/c20-svagt-fald-i-et-stille-marked,C20: Svagt fald i et stille marked
/nyheder/penge/c20-faldt-trods-positive-internationale-toner,C20 faldt  - trods positive internationale toner
/nyheder/penge/apm-og-danske-bank-tynger-i-c20,APM og Danske Bank tynger i C20
/nyheder/penge/apmoeller-maersk-trak-c20-ned,A.P.Møller-Maersk trak C20 ned
/nyheder/penge/c20-god-stemning-efter-flot-aabning,C20: God stemning efter flot åbning
/nyheder/penge/trist-fredag-investorerne-i-europa-ogsaa-hos-c20-i-danmark,Trist fredag for investorerne i Europa. Også hos C20 i Danmark.
/nyheder/penge/c20-paa-ny-i-rekord-trods-lavere-gear,C20 på ny i rekord trods lavere gear
/nyheder/penge/p-moeller-maersk-steg-og-trak-c20-med-op,A. P. Møller-Mærsk steg og trak C20 med op
/nyheder/penge/c20-sluttede-med-et-lille-minus,C20 sluttede med et lille minus
/nyheder/penge/paene-stigninger-i-c20-1,Pæne stigninger i C20
/nyheder/penge/c20-stiger-fra-morgenstunden-0,C20 stiger fra morgenstunden
/nyheder/penge/c20-stiger-fra-morgenstunden,C20 stiger fra morgenstunden
/nyheder/penge/nervoesitet-trykkede-c20,Nervøsitet trykkede C20
/nyheder/penge/moderat-stigning-til-c20,Moderat stigning til C20
/nyheder/penge/c20-endte-i-rekord,C20 endte i rekord
/nyheder/penge/c20-falder-lidt-tilbage,C20 falder lidt tilbage
/nyheder/penge/carlsberg-traekker-c20-op,Carlsberg trækker C20 op
/nyheder/penge/c20-i-nyt-rekordniveau,C20 i nyt rekordniveau
/nyheder/penge/c20-fortsaetter-rekordjagten,C20 fortsætter rekordjagten
/nyheder/penge/c20-aabner-i-rekord,C20 åbner i rekord
/nyheder/penge/paen-fremgang-c20,Pæn fremgang for C20
/nyheder/penge/c20-i-solid-fremgang,C20 i solid fremgang
/nyheder/penge/paene-stigninger-i-c20-0,Pæne stigninger i C20
/nyheder/penge/solid-stigning-paa-c20,Solid stigning på C20
/nyheder/penge/novo-traekker-c20-ned,Novo trækker C20 ned
/nyheder/penge/c20-pessimismen-overtog,C20: Pessimismen overtog
/nyheder/penge/c20-carlsberg-saa-roedt,C20: Carlsberg så rødt
/nyheder/penge/c20-med-begraenset-fald,C20 med begrænset fald
/nyheder/penge/c20-svag-positiv-stemning,C20: Svag positiv stemning
/nyheder/penge/ny-rekord-i-c20,Ny rekord i C20
/nyheder/penge/c20-fortsaetter-stigning,C20 fortsætter stigning
/nyheder/penge/c20-laegger-staerkt-ud,C20 lægger stærkt ud
/nyheder/penge/c20-trodser-europaeisk-fald,C20 trodser europæisk fald
/nyheder/penge/c20-aabnede-i-minus,C20 åbnede i minus
/nyheder/penge/c20-tabte-en-anelse,C20 tabte en anelse
/nyheder/penge/solid-start-c20,Solid start for C20
/nyheder/penge/c20-massivt-comeback,C20: Massivt comeback
/nyheder/penge/vilde-kursudsving-paa-c20,Vilde kursudsving på C20
/nyheder/penge/c20-faldt-lidt-tilbage,C20 faldt lidt tilbage
/nyheder/penge/sloev-aabning-paa-c20,Sløv åbning på C20
/nyheder/penge/c20-aabnede-lidt-svagere,C20 åbnede lidt svagere
/nyheder/penge/paen-stigning-til-c20,Pæn stigning til C20
/nyheder/penge/c20-aabnede-svagt-negativt,C20 åbnede svagt negativt
/nyheder/penge/svag-negativitet-paa-c20,Svag negativitet på C20
/nyheder/penge/c20-stigning-reduceret,C20 stigning reduceret
/nyheder/penge/sur-aabning-paa-c20,Sur åbning på C20
/nyheder/penge/c20-paen-fremgang,C20: Pæn fremgang
/nyheder/penge/c20-fremgang-i-markedet,C20: Fremgang i markedet
/nyheder/penge/c20-aabnede-positivt,C20 åbnede positivt
/nyheder/penge/c20-markant-negativ-trend,C20: Markant negativ trend
/nyheder/penge/c20-fremgang-i-markedet-1,C20: Fremgang i markedet
/nyheder/penge/c20-aabnede-lidt-lavere,C20 åbnede lidt lavere
/nyheder/penge/positiv-aabningsstemning-i-c20,Positiv åbningsstemning i C20
/nyheder/penge/lille-fald-aabner-c20,Lille fald åbner C20
/nyheder/penge/c20-optur-paa-boerserne,C20: Optur på børserne
/nyheder/penge/c20-fortsat-kraftige-fald,C20: Fortsat kraftige fald
/nyheder/penge/c20-godt-fra-start,C20 godt fra start
/nyheder/penge/c20-fald-i-maersk-aktien,C20: Fald i Mærsk-aktien
/nyheder/penge/c20-fremgang-i-markedet-0,C20: Fremgang i markedet
/nyheder/penge/c20-svag-pessimisme,C20: Svag pessimisme
/nyheder/penge/c20-medico-aktier-steg-markant,C20: Medico-aktier steg markant
/nyheder/penge/flad-udvikling-i-c20,Flad udvikling i C20
/nyheder/penge/rederi-aktier-trak-c20-ned,Rederi-aktier trak C20 ned
/nyheder/penge/c20-holder-niveauet,C20 holder niveauet
/nyheder/penge/c20-aabner-i-minus-med-carlsberg-i-fokus,C20 åbner i minus med Carlsberg i fokus
/nyheder/penge/c20-er-inde-i-en-stime-af-rekorder,C20 er inde i en stime af rekorder
/nyheder/penge/p-moeller-holdt-skansen-hos-c20-som-lukkede-uaendret,A. P. Møller holdt skansen hos C20 som lukkede uændret
/nyheder/penge/c20-i-hopla-oven-paa-p-moeller-regnskab,C20 i hopla oven på A. P. Møller regnskab
/nyheder/penge/selskaber-i-c20-overrasker-positivt,Selskaber i C20 overrasker positivt
/nyheder/penge/c20-lukning-en-blandet-affaere,C20 lukning en blandet affære.
/nyheder/penge/fondboerschef-dong-kan-komme-hurtigere-i-c20,Fondbørschef: Dong kan komme hurtigere i C20
/nyheder/penge/genmab-ryger-ud-af-c20,Genmab ryger ud af C20
/nyheder/penge/c20-falder-45-procent,"C20 falder 4,5 procent"
/nyheder/penge/c20-ned-paa-jorden-igen,C20 ned på jorden igen
/nyheder/penge/aktier-massive-fald-ramte-c20,Aktier: Massive fald ramte C20
/nyheder/penge/flot-apm-regnskab-loeftede-c20,Flot APM regnskab løftede C20
/nyheder/penge/aktier-fin-fremgang-til-c20,Aktier: Fin fremgang til C20
/nyheder/penge/c20-igen-spoleret-af-usa-tal,C20 igen spoleret af USA-tal
/nyheder/penge/c20-trodsede-nedgang-i-europa,C20 trodsede nedgang i Europa
/nyheder/penge/tirsdagens-aktier-c20-i-sommerhumoer,Tirsdagens aktier: C20 i sommerhumør
/nyheder/penge/bekymringer-fik-c20-i-minus,Bekymringer fik C20 i minus
/nyheder/penge/c20-lukkede-over-kurs-500,C20 lukkede over kurs 500
/nyheder/penge/c20-paavirket-af-onsdagens-regnskaber,C20 påvirket af onsdagens regnskaber
/nyheder/penge/negativ-dag-i-c20-indekset,Negativ dag i C20 indekset
/nyheder/penge/c20-reagerer-positivt-paa-bernanke,C20 reagerer positivt på Bernanke
/nyheder/penge/c20-bruxelles-trak-vestas-op,C20: Bruxelles trak Vestas op
/nyheder/penge/c20-fightede-sig-i-plus,C20 fightede sig i plus
/nyheder/penge/ap-moeller-loeftede-c20-indekset,AP Møller løftede C20 indekset
/nyheder/penge/c20-tager-forskud-paa-fredagshumoer,C20 tager forskud på fredagshumør
/nyheder/penge/c20-endte-med-lille-tab,C20 endte med lille tab
/nyheder/penge/novozymes-trak-ned-i-c20,Novozymes trak ned i C20
/nyheder/penge/c20-starter-ugen-med-optur,C20 starter ugen med optur
/nyheder/penge/maersk-sender-c20-i-rekord,Mærsk sender C20 i rekord
/nyheder/penge/c20-gaar-fortsat-i-rekordkurs,C20 går fortsat i rekordkurs
/nyheder/penge/c20apm-bag-sur-stemning,C20:APM bag sur stemning
/nyheder/penge/vestas-traekker-c20-i-rekord,Vestas trækker C20 i rekord
/nyheder/penge/c20-ganske-taet-paa-rekorden,C20 ganske tæt på rekorden
/nyheder/penge/c20-steg-paent-fra-morgenstunden,C20 steg pænt fra morgenstunden
/nyheder/penge/c20-sendt-hoejere-med-dsv,C20 sendt højere med DSV
/nyheder/penge/novo-stjaeler-rampelyset-paa-c20,Novo stjæler rampelyset på C20
/nyheder/penge/c20-det-meste-i-roedt,C20: Det meste i rødt
/nyheder/penge/c20-i-vejret-i-dag,C20 i vejret i dag
/nyheder/penge/c20-indekset-en-anelse-frem,C20: Indekset en anelse frem
/nyheder/penge/c20-forsikring-er-gyldent-papir,C20: Forsikring er gyldent papir
/nyheder/penge/c20-stille-aabning-paa-fondboersen,C20: Stille åbning på Fondbørsen
/nyheder/penge/c20-igen-fremgang-til-vestas,C20: Igen fremgang til Vestas
/nyheder/penge/c20-vestas-markant-op-igen,C20: Vestas markant op igen
/nyheder/penge/c20-aabnede-uden-store-aendringer,C20 åbnede uden store ændringer
/nyheder/penge/c20-en-halv-procent-frem,C20 en halv procent frem
/nyheder/penge/apm-og-carlsberg-lofter-c20,APM og Carlsberg løfter C20
/nyheder/penge/c20-steg-fokus-paa-tdc,C20 steg - fokus på TDC
/nyheder/penge/lundbecksejr-formildede-c20-indekset-der-faldt-04-procent,"Lundbecksejr formildede C20 indekset der faldt 0,4 procent"
/nyheder/penge/c20-uaendret-med-tab-til-vestas-og-oek-i-top,C20 uændret med tab til Vestas og ØK i top
/nyheder/penge/novo-faar-c20-til-slaa-aarsrekord,Novo får C20 til at slå årsrekord
/nyheder/penge/c20-falder-med-over-tre-procent,C20 falder med over tre procent
/nyheder/penge/maersk-loeftede-c20-til-et-lille-plus,Mærsk løftede C20 til et lille plus
/nyheder/penge/nordea-er-paa-vej-ud-af-c20,Nordea er på vej ud af C20
/nyheder/penge/tirsdagens-aktier-c20-igen-under-pres,Tirsdagens aktier: C20 igen under pres
/nyheder/penge/lille-tilbagegang-til-c20-efter-gaarsdagens-rekord,Lille tilbagegang til C20 efter gårsdagens rekord.
/nyheder/penge/c20-fulgtes-ned-med-europaeiske-aktier,C20 fulgtes ned med europæiske aktier
/nyheder/penge/fredagens-aktier-c20-loeftet-af-svenske-regnskaber,Fredagens aktier: C20 løftet af svenske regnskaber
/nyheder/penge/c20-fald-efter-fire-dages-optur,C20: Fald efter fire dages optur
/nyheder/penge/lille-stigning-i-c20-fokus-paa-renter,Lille stigning i C20 - fokus på renter
/nyheder/penge/c20-danske-aktier-kom-godt-fra-start,C20: Danske aktier kom godt fra start
/nyheder/penge/c20-vestas-traekker-ned-efter-regnskab,C20 - Vestas trækker ned efter regnskab
/nyheder/penge/c20-saetter-sig-02-procent,"C20 sætter sig 0,2 procent"
/nyheder/penge/fredagens-aktier-c20-knockoutet-af-bekymringer,Fredagens aktier: C20 knockoutet af bekymringer
/nyheder/penge/c20-i-frit-fald-hele-torsdagen,C20 i frit fald hele torsdagen
/nyheder/penge/daarlig-amerikansk-stemning-sender-c20-ned,Dårlig amerikansk stemning sender C20 ned
/nyheder/penge/aktier-maersk-og-flsmidth-trak-c20-op,Aktier: Mærsk og FLSmidth trak C20 op
/nyheder/penge/c20-kaempede-sig-til-paent-plus,C20 kæmpede sig til pænt plus
/nyheder/penge/c20-abnede-03-procent-hojere,"C20 åbnede 0,3 procent højere"
/nyheder/penge/sas-floej-fra-de-andre-i-c20,SAS fløj fra de andre i C20
/nyheder/penge/aktier-spaendingen-laa-uden-c20,Aktier: Spændingen lå uden for C20
/nyheder/penge/alle-c20-aktier-aabnede-med-fald,Alle C20 aktier åbnede med fald
/nyheder/penge/c20-stiger-gn-store-nord-mest,C20 stiger - GN Store Nord mest
/nyheder/penge/c20-bliver-til-c25-vejrhane-aktieselskaber-har-voksevaerk,C20 bliver til C25: Vejrhane for aktieselskaber har vokseværk
/nyheder/penge/c20-stiger-1-procent-novo-i-front,C20 stiger 1 procent - Novo i front
/nyheder/penge/fald-paa-kina-boers-giver-dyk-i-c20,Fald på Kina-børs giver dyk i C20
/nyheder/penge/c20-stemningen-blev-sur-i-sen-handel,C20: Stemningen blev sur i sen handel
/nyheder/penge/en-stjerne-falmede-og-pressede-c20,En stjerne falmede og pressede C20
/nyheder/penge/c20-i-plus-med-nordea-i-fokus,C20 i plus med Nordea i fokus
/nyheder/penge/c20-smaa-stigninger-i-stille-marked,C20: Små stigninger i stille marked
/nyheder/penge/c20-falder-efter-flere-dages-optur,C20 falder efter flere dages optur
/nyheder/penge/c20-lille-kursfremgang-i-roligt-marked,C20: Lille kursfremgang i roligt marked
/nyheder/penge/c20-presset-af-daarlig-udenlandsk-stemning,C20 presset af dårlig udenlandsk stemning
/nyheder/penge/c20-i-lille-stigning-fokus-paa-vestas,C20 i lille stigning - fokus på Vestas
/nyheder/penge/c20-fulgte-den-negative-europaeiske-stemning,C20 fulgte den negative europæiske stemning
/nyheder/penge/fin-start-paa-ugen-hos-c20,Fin start på ugen hos C20
/nyheder/penge/apm-trak-c20-ned-i-morgenhandel,APM trak C20 ned i morgenhandel
/nyheder/penge/c20-solid-fremgang-i-foerste-handel,C20: Solid fremgang i første handel
/nyheder/penge/c20-rekord-med-vestas-i-topform,C20: Rekord med Vestas i topform
/nyheder/penge/god-stemning-fra-foerste-floejt-paa-c20,God stemning fra første fløjt på C20
/nyheder/penge/c20-lidt-hoejere-i-rolig-handel,C20 lidt højere i rolig handel
/nyheder/penge/c20-smaa-bevaegelser-i-positivt-terraen,C20: Små bevægelser i positivt terræn
/nyheder/penge/c20-lille-stigning-holder-kursen-oppe,C20: Lille stigning holder kursen oppe
/nyheder/penge/c20-solide-stigninger-slaar-naesten-rekorden,C20: Solide stigninger slår næsten rekorden
/nyheder/penge/klar-overvaegt-af-plusser-paa-c20,Klar overvægt af plusser på C20
/nyheder/penge/c20-ned-paa-daarlige-amerikanske-tal,C20 ned på dårlige amerikanske tal
/nyheder/penge/maersk-stod-solid-stigning-i-c20,Mærsk stod for solid stigning i C20
/nyheder/penge/c20-stod-i-mod-mavesurt-europa,C20 stod i mod mavesurt Europa
/nyheder/penge/c20-laa-stille-mens-europa-steg,C20 lå stille - mens Europa steg
/nyheder/penge/c20-lidt-hoejere-efter-blandede-regnskabstal,C20: Lidt højere efter blandede regnskabstal
/nyheder/penge/c20-lidt-lavere-oven-paa-regnskabstal,C20: Lidt lavere oven på regnskabstal
/nyheder/penge/c20-stigninger-paa-et-nervoest-marked,C20: Stigninger på et nervøst marked
/nyheder/penge/vakkelvorn-start-paa-dagen-c20,Vakkelvorn start på dagen for C20
/nyheder/penge/c20-solid-fremgang-efter-internationalt-boost,C20: Solid fremgang efter internationalt boost
/nyheder/penge/c20-solid-stigning-i-omtumlet-marked,C20: Solid stigning i omtumlet marked
/nyheder/penge/c20-stadig-markant-fald-i-kurserne,C20: Stadig markant fald i kurserne
/nyheder/penge/topdanmark-straalede-da-c20-steg-til-rekord,Topdanmark strålede da C20 steg til rekord
/nyheder/penge/c20-stigninger-paa-en-stille-dag,C20: Stigninger på en stille dag
/nyheder/penge/c20-maersk-ned-efter-konkurrents-nedtur,C20: Mærsk ned efter konkurrents nedtur
/nyheder/penge/c20-ap-moeller-maersk-gaar-frem,C20: A.P. Møller Mærsk går frem
/nyheder/penge/c20-lavere-med-fokus-paa-carlsberg,C20 lavere med fokus på Carlsberg
/nyheder/penge/c20-paent-hoejere-med-bred-fremgang,C20: Pænt højere med bred fremgang
/nyheder/penge/c20-novo-og-william-demant-i-rekord,C20: Novo og William Demant i rekord
/nyheder/penge/c20-trukket-hoejere-af-novo-og-vestas,C20 trukket højere af Novo og Vestas
/nyheder/penge/c20-fik-god-start-paa-dagen,C20 fik god start på dagen
/nyheder/penge/c20-stiger-med-lundbeck-og-novo-nordisk,C20 stiger med Lundbeck og Novo Nordisk
/nyheder/penge/c20-sluttede-marginalt-lavere-i-rolig-handel,C20 sluttede marginalt lavere i rolig handel
/nyheder/penge/c20-satte-sig-efter-onsdagens-rekord,C20 satte sig efter onsdagens rekord
/nyheder/penge/c20-stiger-med-vestas-apm-og-group4securicor,"C20 stiger med Vestas, APM og Group4Securicor"
/nyheder/penge/c20-i-rekord-med-novo-som-traekhest,C20 i rekord med Novo som trækhest
/nyheder/penge/c20-stiger-med-lundbeck-og-topdanmark,C20 Stiger med Lundbeck og Topdanmark
/nyheder/penge/c20-steg-efter-flot-group-4-regnskab,C20 steg efter flot Group 4-regnskab
/nyheder/penge/c20-stiger-med-apm-og-carlsberg,C20 stiger med APM og Carlsberg
/nyheder/penge/c20-tdc-apm-og-codan-stiger,"C20: TDC, APM og Codan stiger"
